,Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price,Price_d,used,Reviews_d,price_drop,Mileages_d,group,test,year,Manufacture,model_name
588,2020 Ford F-150 Lariat,"8,769 mi.",4.4,(312 reviews),Used,$612 price drop,"$50,990",50990.0,1.0,312.0,612.0,8769.0,1171.0,"['2020', 'Ford', 'F-150', 'Lariat']",2020,Ford,"['F-150', 'Lariat']"
589,2020 Jaguar F-PACE SVR,"17,889 mi.",4.7,(118 reviews),Used,"$2,022 price drop","$77,970",77970.0,1.0,118.0,2022.0,17889.0,1234.0,"['2020', 'Jaguar', 'F-PACE', 'SVR']",2020,Jaguar,"['F-PACE', 'SVR']"
590,2017 GMC Terrain Denali,"20,214 mi.",3.9,(42 reviews),Used,"$1,631 price drop","$26,988",26988.0,1.0,42.0,1631.0,20214.0,396.0,"['2017', 'GMC', 'Terrain', 'Denali']",2017,GMC,"['Terrain', 'Denali']"
591,2020 Acura ILX Base,"36,390 mi.",4.5,(2 reviews),Used,"$1,150 price drop","$29,998",29998.0,1.0,2.0,1150.0,36390.0,1073.0,"['2020', 'Acura', 'ILX', 'Base']",2020,Acura,"['ILX', 'Base']"
592,2020 Acura MDX 3.5L,"26,473 mi.",4.7,(566 reviews),Used,$869 price drop,"$38,998",38998.0,1.0,566.0,869.0,26473.0,1074.0,"['2020', 'Acura', 'MDX', '3.5L']",2020,Acura,"['MDX', '3.5L']"
593,2020 GMC Acadia SLT,"39,908 mi.",4.5,(170 reviews),Used,$661 price drop,"$39,897",39897.0,1.0,170.0,661.0,39908.0,1188.0,"['2020', 'GMC', 'Acadia', 'SLT']",2020,GMC,"['Acadia', 'SLT']"
594,2016 Toyota Tacoma TRD Pro,"34,090 mi.",4.4,(333 reviews),Used,"$2,623 price drop","$33,802",33802.0,1.0,333.0,2623.0,34090.0,330.0,"['2016', 'Toyota', 'Tacoma', 'TRD', 'Pro']",2016,Toyota,"['Tacoma', 'TRD', 'Pro']"
595,2016 Hyundai Elantra SE,"74,834 mi.",4.8,(28 reviews),Used,"$1,000 price drop","$17,070",17070.0,1.0,28.0,1000.0,74834.0,293.0,"['2016', 'Hyundai', 'Elantra', 'SE']",2016,Hyundai,"['Elantra', 'SE']"
596,2021 Tesla Model Y Long Range,"71,220 mi.",3.0,(18 reviews),Used,$400 price drop,"$77,888",77888.0,1.0,18.0,400.0,71220.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
597,2020 RAM 1500 Laramie,"34,042 mi.",4.5,(903 reviews),Used,"$1,001 price drop","$49,749",49749.0,1.0,903.0,1001.0,34042.0,1343.0,"['2020', 'RAM', '1500', 'Laramie']",2020,RAM,"['1500', 'Laramie']"
598,2021 BMW 330 i,"19,363 mi.",4.8,"(4,313 reviews)",Used,$600 price drop,"$39,389",39389.0,1.0,4313.0,600.0,19363.0,1429.0,"['2021', 'BMW', '330', 'i']",2021,BMW,"['330', 'i']"
599,2020 Lexus NX 300 Base,"24,740 mi.",4.7,"(1,358 reviews)",Used,$688 price drop,"$36,921",36921.0,1.0,1358.0,688.0,24740.0,1276.0,"['2020', 'Lexus', 'NX', '300', 'Base']",2020,Lexus,"['NX', '300', 'Base']"
600,2022 Mercedes-Benz GLC 300 Base 4MATIC,"22,104 mi.",4.6,(908 reviews),Mercedes-Benz Certified,$388 price drop,"$47,969",47969.0,0.0,908.0,388.0,22104.0,1723.0,"['2022', 'Mercedes-Benz', 'GLC', '300', 'Base', '4MATIC']",2022,Mercedes-Benz,"['GLC', '300', 'Base', '4MATIC']"
601,2012 Jeep Liberty Sport Latitude,"1,897 mi.",3.8,(65 reviews),Used,"$1,090 price drop","$12,999",12999.0,1.0,65.0,1090.0,1897.0,76.0,"['2012', 'Jeep', 'Liberty', 'Sport', 'Latitude']",2012,Jeep,"['Liberty', 'Sport', 'Latitude']"
602,2019 Honda Civic Sport,"80,162 mi.",4.2,(269 reviews),Used,"$1,000 price drop","$23,800",23800.0,1.0,269.0,1000.0,80162.0,847.0,"['2019', 'Honda', 'Civic', 'Sport']",2019,Honda,"['Civic', 'Sport']"
603,2021 GMC Yukon Denali,"22,181 mi.",4.8,"(1,475 reviews)",Used,$948 price drop,"$81,353",81353.0,1.0,1475.0,948.0,22181.0,1501.0,"['2021', 'GMC', 'Yukon', 'Denali']",2021,GMC,"['Yukon', 'Denali']"
604,2021 BMW X5 M Base,"21,314 mi.",4.4,"(3,076 reviews)",Used,"$4,000 price drop","$98,921",98921.0,1.0,3076.0,4000.0,21314.0,1443.0,"['2021', 'BMW', 'X5', 'M', 'Base']",2021,BMW,"['X5', 'M', 'Base']"
605,2022 Chevrolet Blazer RS,"24,992 mi.",4.8,"(1,475 reviews)",Used,$690 price drop,"$47,622",47622.0,1.0,1475.0,690.0,24992.0,1697.0,"['2022', 'Chevrolet', 'Blazer', 'RS']",2022,Chevrolet,"['Blazer', 'RS']"
606,2017 Honda Pilot Touring,"14,719 mi.",4.5,"(1,042 reviews)",Used,"$1,434 price drop","$36,989",36989.0,1.0,1042.0,1434.0,14719.0,407.0,"['2017', 'Honda', 'Pilot', 'Touring']",2017,Honda,"['Pilot', 'Touring']"
607,2021 Honda Pilot EX-L,"15,206 mi.",4.3,(230 reviews),Used,"$1,941 price drop","$37,560",37560.0,1.0,230.0,1941.0,15206.0,1517.0,"['2021', 'Honda', 'Pilot', 'EX-L']",2021,Honda,"['Pilot', 'EX-L']"
608,2021 BMW X3 xDrive30i,"49,231 mi.",4.7,"(1,422 reviews)",Used,$215 price drop,"$44,991",44991.0,1.0,1422.0,215.0,49231.0,1442.0,"['2021', 'BMW', 'X3', 'xDrive30i']",2021,BMW,"['X3', 'xDrive30i']"
609,2019 Audi Q5 2.0T Premium Plus,"15,235 mi.",4.4,(431 reviews),Used,$359 price drop,"$39,591",39591.0,1.0,431.0,359.0,15235.0,720.0,"['2019', 'Audi', 'Q5', '2.0T', 'Premium', 'Plus']",2019,Audi,"['Q5', '2.0T', 'Premium', 'Plus']"
610,2019 GMC Sierra 1500 Denali,"37,632 mi.",4.4,(84 reviews),Used,"$2,000 price drop","$56,994",56994.0,1.0,84.0,2000.0,37632.0,829.0,"['2019', 'GMC', 'Sierra', '1500', 'Denali']",2019,GMC,"['Sierra', '1500', 'Denali']"
611,2019 BMW 330 i xDrive,"24,435 mi.",4.4,(15 reviews),Used,"$4,180 price drop","$38,822",38822.0,1.0,15.0,4180.0,24435.0,733.0,"['2019', 'BMW', '330', 'i', 'xDrive']",2019,BMW,"['330', 'i', 'xDrive']"
612,2022 Hyundai Palisade SEL,"33,552 mi.",4.1,(46 reviews),Used,$100 price drop,"$48,887",48887.0,1.0,46.0,100.0,33552.0,1712.0,"['2022', 'Hyundai', 'Palisade', 'SEL']",2022,Hyundai,"['Palisade', 'SEL']"
613,2019 Honda CR-V EX-L,167 mi.,4.4,(87 reviews),Honda Certified,$299 price drop,"$32,389",32389.0,0.0,87.0,299.0,167.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
614,2020 Ford F-150 Raptor,"17,369 mi.",4.5,(384 reviews),Used,$558 price drop,"$71,482",71482.0,1.0,384.0,558.0,17369.0,1172.0,"['2020', 'Ford', 'F-150', 'Raptor']",2020,Ford,"['F-150', 'Raptor']"
615,2021 GMC Yukon Denali,"16,805 mi.",4.5,"(1,165 reviews)",Used,"$2,000 price drop","$84,500",84500.0,1.0,1165.0,2000.0,16805.0,1501.0,"['2021', 'GMC', 'Yukon', 'Denali']",2021,GMC,"['Yukon', 'Denali']"
616,2011 Chevrolet Equinox 2LT,"24,983 mi.",4.8,(694 reviews),Used,"$2,000 price drop","$7,995",7995.0,1.0,694.0,2000.0,24983.0,45.0,"['2011', 'Chevrolet', 'Equinox', '2LT']",2011,Chevrolet,"['Equinox', '2LT']"
617,2020 Acura MDX 3.5L,"144,444 mi.",4.7,"(4,711 reviews)",Used,"$2,000 price drop","$42,377",42377.0,1.0,4711.0,2000.0,144444.0,1074.0,"['2020', 'Acura', 'MDX', '3.5L']",2020,Acura,"['MDX', '3.5L']"
618,2016 Toyota RAV4 Limited,"15,542 mi.",4.7,(57 reviews),Used,$300 price drop,"$27,399",27399.0,1.0,57.0,300.0,15542.0,327.0,"['2016', 'Toyota', 'RAV4', 'Limited']",2016,Toyota,"['RAV4', 'Limited']"
619,2020 INFINITI QX60 Luxe,"41,871 mi.",4.1,"(1,854 reviews)",Used,"$1,600 price drop","$35,837",35837.0,1.0,1854.0,1600.0,41871.0,1229.0,"['2020', 'INFINITI', 'QX60', 'Luxe']",2020,INFINITI,"['QX60', 'Luxe']"
620,2019 Honda Odyssey EX-L,"20,788 mi.",4.8,"(1,378 reviews)",Used,$597 price drop,"$37,112",37112.0,1.0,1378.0,597.0,20788.0,851.0,"['2019', 'Honda', 'Odyssey', 'EX-L']",2019,Honda,"['Odyssey', 'EX-L']"
621,2019 GMC Acadia SLE-2,"30,342 mi.",4.9,"(3,066 reviews)",Used,$500 price drop,"$29,844",29844.0,1.0,3066.0,500.0,30342.0,827.0,"['2019', 'GMC', 'Acadia', 'SLE-2']",2019,GMC,"['Acadia', 'SLE-2']"
622,2019 Mercedes-Benz CLS 450 Base 4MATIC,"10,894 mi.",4.7,(771 reviews),Used,$597 price drop,"$58,990",58990.0,1.0,771.0,597.0,10894.0,966.0,"['2019', 'Mercedes-Benz', 'CLS', '450', 'Base', '4MATIC']",2019,Mercedes-Benz,"['CLS', '450', 'Base', '4MATIC']"
623,2020 Mercedes-Benz GLE 350 Base 4MATIC,"40,281 mi.",4.8,"(1,220 reviews)",Mercedes-Benz Certified,$319 price drop,"$54,724",54724.0,0.0,1220.0,319.0,40281.0,1315.0,"['2020', 'Mercedes-Benz', 'GLE', '350', 'Base', '4MATIC']",2020,Mercedes-Benz,"['GLE', '350', 'Base', '4MATIC']"
624,2021 Audi Q3 45 S line Premium,"52,283 mi.",4.8,"(1,790 reviews)",Used,"$1,000 price drop","$40,998",40998.0,1.0,1790.0,1000.0,52283.0,1416.0,"['2021', 'Audi', 'Q3', '45', 'S', 'line', 'Premium']",2021,Audi,"['Q3', '45', 'S', 'line', 'Premium']"
625,2020 Hyundai Sonata Limited,"18,001 mi.",2.9,(11 reviews),Used,"$1,000 price drop","$34,805",34805.0,1.0,11.0,1000.0,18001.0,1222.0,"['2020', 'Hyundai', 'Sonata', 'Limited']",2020,Hyundai,"['Sonata', 'Limited']"
626,2021 Tesla Model Y Long Range,"16,840 mi.",4.4,(24 reviews),Used,"$1,500 price drop","$69,484",69484.0,1.0,24.0,1500.0,16840.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
627,2021 Acura TLX A-Spec,"18,928 mi.",4.8,"(1,476 reviews)",Used,$915 price drop,"$44,995",44995.0,1.0,1476.0,915.0,18928.0,1407.0,"['2021', 'Acura', 'TLX', 'A-Spec']",2021,Acura,"['TLX', 'A-Spec']"
628,2019 Nissan Murano Platinum,"15,269 mi.",4.3,(749 reviews),Nissan Certified,"$2,000 price drop","$34,235",34235.0,0.0,749.0,2000.0,15269.0,989.0,"['2019', 'Nissan', 'Murano', 'Platinum']",2019,Nissan,"['Murano', 'Platinum']"
629,2021 Honda Passport EX-L,"31,735 mi.",4.9,"(12,787 reviews)",Used,$289 price drop,"$33,390",33390.0,1.0,12787.0,289.0,31735.0,1515.0,"['2021', 'Honda', 'Passport', 'EX-L']",2021,Honda,"['Passport', 'EX-L']"
630,2021 INFINITI Q50 3.0t SENSORY,"22,224 mi.",4.7,(510 reviews),INFINITI Certified,$800 price drop,"$41,699",41699.0,0.0,510.0,800.0,22224.0,1529.0,"['2021', 'INFINITI', 'Q50', '3.0t', 'SENSORY']",2021,INFINITI,"['Q50', '3.0t', 'SENSORY']"
631,2020 BMW X3 sDrive30i,"31,373 mi.",4.5,(929 reviews),BMW Certified,"$3,500 price drop","$36,998",36998.0,0.0,929.0,3500.0,31373.0,1103.0,"['2020', 'BMW', 'X3', 'sDrive30i']",2020,BMW,"['X3', 'sDrive30i']"
632,2019 Audi SQ5 Premium Plus,"37,181 mi.",4.6,(238 reviews),Used,$723 price drop,"$46,347",46347.0,1.0,238.0,723.0,37181.0,730.0,"['2019', 'Audi', 'SQ5', 'Premium', 'Plus']",2019,Audi,"['SQ5', 'Premium', 'Plus']"
633,2019 Honda Pilot EX-L,"36,683 mi.",4.6,(386 reviews),Used,"$1,495 price drop","$36,778",36778.0,1.0,386.0,1495.0,36683.0,856.0,"['2019', 'Honda', 'Pilot', 'EX-L']",2019,Honda,"['Pilot', 'EX-L']"
634,2015 Mercedes-Benz GLK-Class GLK 350 4MATIC,"24,273 mi.",4.8,(718 reviews),Used,"$1,000 price drop","$26,378",26378.0,1.0,718.0,1000.0,24273.0,220.0,"['2015', 'Mercedes-Benz', 'GLK-Class', 'GLK', '350', '4MATIC']",2015,Mercedes-Benz,"['GLK-Class', 'GLK', '350', '4MATIC']"
636,2021 Audi A5 2.0T Premium Plus,"13,921 mi.",4.6,"(1,212 reviews)",Used,"$2,000 price drop","$50,777",50777.0,1.0,1212.0,2000.0,13921.0,1413.0,"['2021', 'Audi', 'A5', '2.0T', 'Premium', 'Plus']",2021,Audi,"['A5', '2.0T', 'Premium', 'Plus']"
637,2010 Mercedes-Benz E-Class E 350,"11,546 mi.",5.0,(98 reviews),Used,"$2,000 price drop","$16,991",16991.0,1.0,98.0,2000.0,11546.0,40.0,"['2010', 'Mercedes-Benz', 'E-Class', 'E', '350']",2010,Mercedes-Benz,"['E-Class', 'E', '350']"
638,2020 Tesla Model Y Long Range,"85,810 mi.",4.5,(90 reviews),Used,$273 price drop,"$66,995",66995.0,1.0,90.0,273.0,85810.0,1358.0,"['2020', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2020,Tesla,"['Model', 'Y', 'Long', 'Range']"
639,2021 BMW X3 sDrive30i,"20,746 mi.",4.3,"(1,341 reviews)",Used,"$2,882 price drop","$44,880",44880.0,1.0,1341.0,2882.0,20746.0,1441.0,"['2021', 'BMW', 'X3', 'sDrive30i']",2021,BMW,"['X3', 'sDrive30i']"
640,2021 Tesla Model 3 Long Range,"19,635 mi.",4.1,(642 reviews),Used,"$1,000 price drop","$64,438",64438.0,1.0,642.0,1000.0,19635.0,1630.0,"['2021', 'Tesla', 'Model', '3', 'Long', 'Range']",2021,Tesla,"['Model', '3', 'Long', 'Range']"
641,2018 Acura MDX 3.5L w/Technology Package,"14,674 mi.",4.6,(241 reviews),Used,$602 price drop,"$40,396",40396.0,1.0,241.0,602.0,14674.0,498.0,"['2018', 'Acura', 'MDX', '3.5L', 'w/Technology', 'Package']",2018,Acura,"['MDX', '3.5L', 'w/Technology', 'Package']"
642,2020 Hyundai Elantra SEL,"18,717 mi.",3.6,(77 reviews),Used,$500 price drop,"$17,549",17549.0,1.0,77.0,500.0,18717.0,1214.0,"['2020', 'Hyundai', 'Elantra', 'SEL']",2020,Hyundai,"['Elantra', 'SEL']"
643,2019 Buick Enclave Essence,"48,001 mi.",4.8,"(1,475 reviews)",Used,$791 price drop,"$34,992",34992.0,1.0,1475.0,791.0,48001.0,763.0,"['2019', 'Buick', 'Enclave', 'Essence']",2019,Buick,"['Enclave', 'Essence']"
644,2019 Chevrolet Traverse LT Leather,"45,809 mi.",4.8,"(1,670 reviews)",Used,"$2,385 price drop","$33,937",33937.0,1.0,1670.0,2385.0,45809.0,788.0,"['2019', 'Chevrolet', 'Traverse', 'LT', 'Leather']",2019,Chevrolet,"['Traverse', 'LT', 'Leather']"
645,2020 Lexus NX 300 Base,"64,390 mi.",5.0,(4 reviews),Used,$400 price drop,"$38,400",38400.0,1.0,4.0,400.0,64390.0,1276.0,"['2020', 'Lexus', 'NX', '300', 'Base']",2020,Lexus,"['NX', '300', 'Base']"
646,2018 Acura RDX Technology Package,"34,724 mi.",4.8,"(1,114 reviews)",Used,"$1,000 price drop","$29,898",29898.0,1.0,1114.0,1000.0,34724.0,499.0,"['2018', 'Acura', 'RDX', 'Technology', 'Package']",2018,Acura,"['RDX', 'Technology', 'Package']"
647,2020 Land Rover Range Rover Evoque R-Dynamic HSE,"36,438 mi.",4.3,(327 reviews),Used,"$1,499 price drop","$53,998",53998.0,1.0,327.0,1499.0,36438.0,1262.0,"['2020', 'Land', 'Rover', 'Range', 'Rover', 'Evoque', 'R-Dynamic', 'HSE']",2020,Land,"['Rover', 'Range', 'Rover', 'Evoque', 'R-Dynamic', 'HSE']"
648,2019 Nissan Altima 2.5 SR,"28,873 mi.",3.5,(24 reviews),Used,"$1,108 price drop","$23,498",23498.0,1.0,24.0,1108.0,28873.0,987.0,"['2019', 'Nissan', 'Altima', '2.5', 'SR']",2019,Nissan,"['Altima', '2.5', 'SR']"
649,2018 Lincoln MKZ Reserve,"29,475 mi.",4.7,"(1,048 reviews)",Used,"$2,601 price drop","$34,000",34000.0,1.0,1048.0,2601.0,29475.0,620.0,"['2018', 'Lincoln', 'MKZ', 'Reserve']",2018,Lincoln,"['MKZ', 'Reserve']"
650,2020 Chevrolet Suburban Premier,"13,989 mi.",4.6,"(1,233 reviews)",Used,$101 price drop,"$61,199",61199.0,1.0,1233.0,101.0,13989.0,1134.0,"['2020', 'Chevrolet', 'Suburban', 'Premier']",2020,Chevrolet,"['Suburban', 'Premier']"
651,2019 Mercedes-Benz GLS 450 Base 4MATIC,"18,345 mi.",5.0,(4 reviews),Used,"$1,884 price drop","$57,250",57250.0,1.0,4.0,1884.0,18345.0,979.0,"['2019', 'Mercedes-Benz', 'GLS', '450', 'Base', '4MATIC']",2019,Mercedes-Benz,"['GLS', '450', 'Base', '4MATIC']"
652,2016 Honda Pilot EX-L w/ Navigation,"34,065 mi.",4.4,(13 reviews),Used,"$1,010 price drop","$24,995",24995.0,1.0,13.0,1010.0,34065.0,290.0,"['2016', 'Honda', 'Pilot', 'EX-L', 'w/', 'Navigation']",2016,Honda,"['Pilot', 'EX-L', 'w/', 'Navigation']"
653,2019 Lexus RX 350 Base,"80,394 mi.",4.7,"(1,462 reviews)",Used,$912 price drop,"$49,998",49998.0,1.0,1462.0,912.0,80394.0,929.0,"['2019', 'Lexus', 'RX', '350', 'Base']",2019,Lexus,"['RX', '350', 'Base']"
654,2019 Mercedes-Benz C-Class C 300 4MATIC,"22,963 mi.",4.7,(433 reviews),Used,$450 price drop,"$52,750",52750.0,1.0,433.0,450.0,22963.0,963.0,"['2019', 'Mercedes-Benz', 'C-Class', 'C', '300', '4MATIC']",2019,Mercedes-Benz,"['C-Class', 'C', '300', '4MATIC']"
655,2019 Chevrolet Colorado WT,"13,677 mi.",4.9,"(3,863 reviews)",Used,$997 price drop,"$17,599",17599.0,1.0,3863.0,997.0,13677.0,776.0,"['2019', 'Chevrolet', 'Colorado', 'WT']",2019,Chevrolet,"['Colorado', 'WT']"
656,2021 Dodge Charger R/T,"98,360 mi.",3.6,(7 reviews),Used,$393 price drop,"$48,995",48995.0,1.0,7.0,393.0,98360.0,1471.0,"['2021', 'Dodge', 'Charger', 'R/T']",2021,Dodge,"['Charger', 'R/T']"
657,2020 Land Rover Range Rover Evoque S,"15,100 mi.",4.6,(240 reviews),Used,"$1,433 price drop","$45,991",45991.0,1.0,240.0,1433.0,15100.0,1263.0,"['2020', 'Land', 'Rover', 'Range', 'Rover', 'Evoque', 'S']",2020,Land,"['Rover', 'Range', 'Rover', 'Evoque', 'S']"
658,2019 Honda CR-V EX-L,"16,606 mi.",4.8,(175 reviews),Honda Certified,"$2,701 price drop","$33,733",33733.0,0.0,175.0,2701.0,16606.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
659,2019 Lexus RX 350 350,"24,598 mi.",4.6,(177 reviews),Used,"$2,612 price drop","$43,998",43998.0,1.0,177.0,2612.0,24598.0,926.0,"['2019', 'Lexus', 'RX', '350', '350']",2019,Lexus,"['RX', '350', '350']"
660,2019 Mazda CX-5 Grand Touring,"37,268 mi.",4.6,(151 reviews),Used,"$1,000 price drop","$28,899",28899.0,1.0,151.0,1000.0,37268.0,947.0,"['2019', 'Mazda', 'CX-5', 'Grand', 'Touring']",2019,Mazda,"['CX-5', 'Grand', 'Touring']"
661,2019 Audi S4 3.0T Premium Plus,"45,841 mi.",4.6,(166 reviews),Used,"$2,002 price drop","$49,000",49000.0,1.0,166.0,2002.0,45841.0,728.0,"['2019', 'Audi', 'S4', '3.0T', 'Premium', 'Plus']",2019,Audi,"['S4', '3.0T', 'Premium', 'Plus']"
662,2019 Lexus RX 350 350,"16,714 mi.",4.9,"(1,074 reviews)",Used,"$4,045 price drop","$47,998",47998.0,1.0,1074.0,4045.0,16714.0,926.0,"['2019', 'Lexus', 'RX', '350', '350']",2019,Lexus,"['RX', '350', '350']"
663,2019 Lexus GX 460 GX 460 Premium,"16,831 mi.",4.8,(906 reviews),Used,"$1,034 price drop","$49,389",49389.0,1.0,906.0,1034.0,16831.0,917.0,"['2019', 'Lexus', 'GX', '460', 'GX', '460', 'Premium']",2019,Lexus,"['GX', '460', 'GX', '460', 'Premium']"
664,2021 Honda Pilot EX-L,"17,523 mi.",4.4,"(2,665 reviews)",Used,"$1,550 price drop","$41,188",41188.0,1.0,2665.0,1550.0,17523.0,1517.0,"['2021', 'Honda', 'Pilot', 'EX-L']",2021,Honda,"['Pilot', 'EX-L']"
665,2019 Jeep Grand Cherokee Limited,"13,508 mi.",4.2,(8 reviews),Used,$500 price drop,"$36,800",36800.0,1.0,8.0,500.0,13508.0,886.0,"['2019', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2019,Jeep,"['Grand', 'Cherokee', 'Limited']"
666,2019 Ford Edge Titanium,"51,661 mi.",4.7,(633 reviews),Ford Certified,$400 price drop,"$34,995",34995.0,0.0,633.0,400.0,51661.0,803.0,"['2019', 'Ford', 'Edge', 'Titanium']",2019,Ford,"['Edge', 'Titanium']"
667,2019 Audi A8 L 55,"17,620 mi.",4.7,(139 reviews),Used,"$3,288 price drop","$63,954",63954.0,1.0,139.0,3288.0,17620.0,718.0,"['2019', 'Audi', 'A8', 'L', '55']",2019,Audi,"['A8', 'L', '55']"
668,2019 Ford F-150 Lariat,"24,683 mi.",4.7,"(1,169 reviews)",Used,"$1,000 price drop","$49,998",49998.0,1.0,1169.0,1000.0,24683.0,813.0,"['2019', 'Ford', 'F-150', 'Lariat']",2019,Ford,"['F-150', 'Lariat']"
669,2018 Tesla Model 3 Long Range,"17,219 mi.",4.6,(204 reviews),Used,"$1,773 price drop","$59,700",59700.0,1.0,204.0,1773.0,17219.0,669.0,"['2018', 'Tesla', 'Model', '3', 'Long', 'Range']",2018,Tesla,"['Model', '3', 'Long', 'Range']"
670,2013 Audi A6 2.0T Premium Plus quattro,"10,076 mi.",3.1,(12 reviews),Used,"$2,200 price drop","$14,995",14995.0,1.0,12.0,2200.0,10076.0,90.0,"['2013', 'Audi', 'A6', '2.0T', 'Premium', 'Plus', 'quattro']",2013,Audi,"['A6', '2.0T', 'Premium', 'Plus', 'quattro']"
671,2018 Lexus RX 350 ,"93,615 mi.",4.6,(666 reviews),Used,$279 price drop,"$40,473",40473.0,1.0,666.0,279.0,93615.0,618.0,"['2018', 'Lexus', 'RX', '350', '']",2018,Lexus,"['RX', '350', '']"
672,2020 Land Rover Range Rover Evoque SE,"47,259 mi.",4.5,(174 reviews),Used,$713 price drop,"$44,999",44999.0,1.0,174.0,713.0,47259.0,1264.0,"['2020', 'Land', 'Rover', 'Range', 'Rover', 'Evoque', 'SE']",2020,Land,"['Rover', 'Range', 'Rover', 'Evoque', 'SE']"
673,2017 Chevrolet Corvette Z06,"26,619 mi.",4.7,(522 reviews),Used,$100 price drop,"$75,900",75900.0,1.0,522.0,100.0,26619.0,361.0,"['2017', 'Chevrolet', 'Corvette', 'Z06']",2017,Chevrolet,"['Corvette', 'Z06']"
674,2019 Honda CR-V EX-L,"15,125 mi.",4.8,"(3,444 reviews)",Used,$500 price drop,"$30,950",30950.0,1.0,3444.0,500.0,15125.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
675,2021 Hyundai Elantra Limited,"43,096 mi.",4.7,"(6,038 reviews)",Used,"$1,004 price drop","$28,344",28344.0,1.0,6038.0,1004.0,43096.0,1519.0,"['2021', 'Hyundai', 'Elantra', 'Limited']",2021,Hyundai,"['Elantra', 'Limited']"
676,2019 Ford Edge Titanium,"15,802 mi.",4.7,(516 reviews),Used,$656 price drop,"$35,299",35299.0,1.0,516.0,656.0,15802.0,803.0,"['2019', 'Ford', 'Edge', 'Titanium']",2019,Ford,"['Edge', 'Titanium']"
677,2020 Land Rover Range Rover Evoque S,"12,810 mi.",4.9,"(1,182 reviews)",Used,$500 price drop,"$40,982",40982.0,1.0,1182.0,500.0,12810.0,1263.0,"['2020', 'Land', 'Rover', 'Range', 'Rover', 'Evoque', 'S']",2020,Land,"['Rover', 'Range', 'Rover', 'Evoque', 'S']"
678,2014 Mercedes-Benz E-Class E 350 4MATIC,"21,313 mi.",4.5,(85 reviews),Used,$700 price drop,"$22,383",22383.0,1.0,85.0,700.0,21313.0,152.0,"['2014', 'Mercedes-Benz', 'E-Class', 'E', '350', '4MATIC']",2014,Mercedes-Benz,"['E-Class', 'E', '350', '4MATIC']"
679,2019 INFINITI QX60 Luxe,"53,111 mi.",4.3,(34 reviews),Used,"$1,604 price drop","$29,814",29814.0,1.0,34.0,1604.0,53111.0,874.0,"['2019', 'INFINITI', 'QX60', 'Luxe']",2019,INFINITI,"['QX60', 'Luxe']"
680,2021 Toyota Camry SE,"47,817 mi.",4.4,(296 reviews),Used,"$1,000 price drop","$31,345",31345.0,1.0,296.0,1000.0,47817.0,1644.0,"['2021', 'Toyota', 'Camry', 'SE']",2021,Toyota,"['Camry', 'SE']"
681,2019 Honda CR-V EX-L,"41,321 mi.",4.8,"(2,127 reviews)",Honda Certified,"$4,221 price drop","$32,995",32995.0,0.0,2127.0,4221.0,41321.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
682,2020 Acura MDX 3.5L w/Technology Package,"18,005 mi.",4.8,"(5,525 reviews)",Used,"$1,610 price drop","$40,299",40299.0,1.0,5525.0,1610.0,18005.0,1076.0,"['2020', 'Acura', 'MDX', '3.5L', 'w/Technology', 'Package']",2020,Acura,"['MDX', '3.5L', 'w/Technology', 'Package']"
683,2021 Tesla Model 3 Long Range,"38,380 mi.",4.7,"(1,447 reviews)",Used,"$1,155 price drop","$59,470",59470.0,1.0,1447.0,1155.0,38380.0,1630.0,"['2021', 'Tesla', 'Model', '3', 'Long', 'Range']",2021,Tesla,"['Model', '3', 'Long', 'Range']"
684,2021 Hyundai Palisade SEL,"17,304 mi.",3.3,(16 reviews),Used,$544 price drop,"$44,998",44998.0,1.0,16.0,544.0,17304.0,1522.0,"['2021', 'Hyundai', 'Palisade', 'SEL']",2021,Hyundai,"['Palisade', 'SEL']"
685,2020 Mercedes-Benz GLC 300 Base 4MATIC,"12,965 mi.",4.2,(29 reviews),Mercedes-Benz Certified,$329 price drop,"$41,990",41990.0,0.0,29.0,329.0,12965.0,1313.0,"['2020', 'Mercedes-Benz', 'GLC', '300', 'Base', '4MATIC']",2020,Mercedes-Benz,"['GLC', '300', 'Base', '4MATIC']"
686,2021 GMC Sierra 2500 Denali,"11,090 mi.",4.7,(900 reviews),Used,"$1,000 price drop","$95,950",95950.0,1.0,900.0,1000.0,11090.0,1499.0,"['2021', 'GMC', 'Sierra', '2500', 'Denali']",2021,GMC,"['Sierra', '2500', 'Denali']"
