,Car Names,Mileages,Ratings,Reviews,used/certified,price drop,Price,Price_d,used,Reviews_d,price_drop,Mileages_d,group,test,year,Manufacture,model_name
488,2020 Volkswagen Tiguan 2.0T SEL Premium R-Line,"54,650 mi.",4.8,"(1,783 reviews)",Used,$100 price drop,"$38,900",38900.0,1.0,1783.0,100.0,54650.0,1391.0,"['2020', 'Volkswagen', 'Tiguan', '2.0T', 'SEL', 'Premium', 'R-Line']",2020,Volkswagen,"['Tiguan', '2.0T', 'SEL', 'Premium', 'R-Line']"
489,2019 Mazda CX-9 Touring,"12,739 mi.",4.6,(566 reviews),Used,"$20,000 price drop","$33,785",33785.0,1.0,566.0,20000.0,12739.0,950.0,"['2019', 'Mazda', 'CX-9', 'Touring']",2019,Mazda,"['CX-9', 'Touring']"
490,2018 Mercedes-Benz GLE 350 Base 4MATIC,"24,701 mi.",4.5,(401 reviews),Used,$423 price drop,"$37,744",37744.0,1.0,401.0,423.0,24701.0,640.0,"['2018', 'Mercedes-Benz', 'GLE', '350', 'Base', '4MATIC']",2018,Mercedes-Benz,"['GLE', '350', 'Base', '4MATIC']"
491,2021 Ford Edge ST,"49,312 mi.",4.8,(432 reviews),Used,$682 price drop,"$44,995",44995.0,1.0,432.0,682.0,49312.0,1478.0,"['2021', 'Ford', 'Edge', 'ST']",2021,Ford,"['Edge', 'ST']"
492,2013 Mercedes-Benz S-Class S 550 4MATIC,"12,945 mi.",4.7,"(1,354 reviews)",Used,$501 price drop,"$24,057",24057.0,1.0,1354.0,501.0,12945.0,113.0,"['2013', 'Mercedes-Benz', 'S-Class', 'S', '550', '4MATIC']",2013,Mercedes-Benz,"['S-Class', 'S', '550', '4MATIC']"
493,2019 Land Rover Range Rover Sport 3.0L Supercharged HSE,"82,897 mi.",4.8,"(1,337 reviews)",Used,$832 price drop,"$74,777",74777.0,1.0,1337.0,832.0,82897.0,904.0,"['2019', 'Land', 'Rover', 'Range', 'Rover', 'Sport', '3.0L', 'Supercharged', 'HSE']",2019,Land,"['Rover', 'Range', 'Rover', 'Sport', '3.0L', 'Supercharged', 'HSE']"
494,2020 Lamborghini Urus Base,"23,709 mi.",4.6,(74 reviews),Used,$533 price drop,"$284,000",284000.0,1.0,74.0,533.0,23709.0,1256.0,"['2020', 'Lamborghini', 'Urus', 'Base']",2020,Lamborghini,"['Urus', 'Base']"
495,2019 Honda CR-V EX-L,"6,613 mi.",4.8,"(1,125 reviews)",Honda Certified,$935 price drop,"$32,400",32400.0,0.0,1125.0,935.0,6613.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
496,2015 Porsche Macan Turbo,"36,328 mi.",2.0,(13 reviews),Used,$744 price drop,"$40,998",40998.0,1.0,13.0,744.0,36328.0,227.0,"['2015', 'Porsche', 'Macan', 'Turbo']",2015,Porsche,"['Macan', 'Turbo']"
497,2018 Cadillac XT5 Luxury,"85,750 mi.",4.1,(58 reviews),Cadillac Certified,$884 price drop,"$31,711",31711.0,0.0,58.0,884.0,85750.0,537.0,"['2018', 'Cadillac', 'XT5', 'Luxury']",2018,Cadillac,"['XT5', 'Luxury']"
498,2017 Mercedes-Benz AMG C 43 Base,"31,369 mi.",4.8,(585 reviews),Used,$501 price drop,"$52,800",52800.0,1.0,585.0,501.0,31369.0,449.0,"['2017', 'Mercedes-Benz', 'AMG', 'C', '43', 'Base']",2017,Mercedes-Benz,"['AMG', 'C', '43', 'Base']"
499,2019 Mercedes-Benz GLC 300 Base 4MATIC,"14,164 mi.",4.8,"(3,813 reviews)",Mercedes-Benz Certified,$100 price drop,"$39,926",39926.0,0.0,3813.0,100.0,14164.0,975.0,"['2019', 'Mercedes-Benz', 'GLC', '300', 'Base', '4MATIC']",2019,Mercedes-Benz,"['GLC', '300', 'Base', '4MATIC']"
500,2019 Chevrolet Equinox Premier w/1LZ,"19,782 mi.",4.7,"(1,685 reviews)",Used,"$1,000 price drop","$29,500",29500.0,1.0,1685.0,1000.0,19782.0,780.0,"['2019', 'Chevrolet', 'Equinox', 'Premier', 'w/1LZ']",2019,Chevrolet,"['Equinox', 'Premier', 'w/1LZ']"
502,2013 BMW X5 xDrive35i,"37,896 mi.",4.6,(612 reviews),Used,"$2,393 price drop","$18,000",18000.0,1.0,612.0,2393.0,37896.0,97.0,"['2013', 'BMW', 'X5', 'xDrive35i']",2013,BMW,"['X5', 'xDrive35i']"
503,2020 BMW X3 xDrive30i,"84,992 mi.",4.1,(51 reviews),Used,$698 price drop,"$35,117",35117.0,1.0,51.0,698.0,84992.0,1104.0,"['2020', 'BMW', 'X3', 'xDrive30i']",2020,BMW,"['X3', 'xDrive30i']"
504,2019 Land Rover Range Rover Velar P250 S,"60,922 mi.",4.3,(160 reviews),Used,"$1,400 price drop","$52,999",52999.0,1.0,160.0,1400.0,60922.0,907.0,"['2019', 'Land', 'Rover', 'Range', 'Rover', 'Velar', 'P250', 'S']",2019,Land,"['Rover', 'Range', 'Rover', 'Velar', 'P250', 'S']"
505,2020 Honda Accord Sport 1.5T,"35,293 mi.",4.6,"(4,515 reviews)",Used,"$2,516 price drop","$29,294",29294.0,1.0,4515.0,2516.0,35293.0,1199.0,"['2020', 'Honda', 'Accord', 'Sport', '1.5T']",2020,Honda,"['Accord', 'Sport', '1.5T']"
506,2018 BMW M5 Base,"19,322 mi.",4.9,"(2,994 reviews)",Used,"$2,041 price drop","$81,511",81511.0,1.0,2994.0,2041.0,19322.0,527.0,"['2018', 'BMW', 'M5', 'Base']",2018,BMW,"['M5', 'Base']"
507,2017 RAM 1500 Laramie,"40,453 mi.",5.0,(3 reviews),Used,"$1,001 price drop","$41,998",41998.0,1.0,3.0,1001.0,40453.0,470.0,"['2017', 'RAM', '1500', 'Laramie']",2017,RAM,"['1500', 'Laramie']"
508,2021 BMW M3 Competition,"37,392 mi.",4.8,"(1,978 reviews)",Used,$501 price drop,"$89,816",89816.0,1.0,1978.0,501.0,37392.0,1434.0,"['2021', 'BMW', 'M3', 'Competition']",2021,BMW,"['M3', 'Competition']"
509,2020 Cadillac XT5 Premium Luxury,"11,359 mi.",4.6,(685 reviews),Used,$999 price drop,"$35,793",35793.0,1.0,685.0,999.0,11359.0,1118.0,"['2020', 'Cadillac', 'XT5', 'Premium', 'Luxury']",2020,Cadillac,"['XT5', 'Premium', 'Luxury']"
510,2021 Tesla Model Y Long Range,"49,489 mi.",4.9,"(1,831 reviews)",Used,"$2,500 price drop","$71,650",71650.0,1.0,1831.0,2500.0,49489.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
511,2018 BMW X3 M40i,"13,545 mi.",4.8,(15 reviews),Used,"$1,259 price drop","$42,900",42900.0,1.0,15.0,1259.0,13545.0,531.0,"['2018', 'BMW', 'X3', 'M40i']",2018,BMW,"['X3', 'M40i']"
512,2015 Audi Q7 3.0T S line Prestige,"30,135 mi.",4.4,(556 reviews),Used,$499 price drop,"$25,500",25500.0,1.0,556.0,499.0,30135.0,172.0,"['2015', 'Audi', 'Q7', '3.0T', 'S', 'line', 'Prestige']",2015,Audi,"['Q7', '3.0T', 'S', 'line', 'Prestige']"
513,2018 Audi Q5 2.0T Tech Premium,"88,817 mi.",4.6,(555 reviews),Used,$500 price drop,"$34,999",34999.0,1.0,555.0,500.0,88817.0,505.0,"['2018', 'Audi', 'Q5', '2.0T', 'Tech', 'Premium']",2018,Audi,"['Q5', '2.0T', 'Tech', 'Premium']"
514,2020 Jeep Grand Cherokee Limited,"37,994 mi.",4.6,"(1,274 reviews)",Used,"$2,292 price drop","$39,540",39540.0,1.0,1274.0,2292.0,37994.0,1242.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2020,Jeep,"['Grand', 'Cherokee', 'Limited']"
515,2019 BMW X3 xDrive30i,"21,781 mi.",4.5,(61 reviews),BMW Certified,"$1,400 price drop","$41,900",41900.0,0.0,61.0,1400.0,21781.0,754.0,"['2019', 'BMW', 'X3', 'xDrive30i']",2019,BMW,"['X3', 'xDrive30i']"
516,2020 Nissan Rogue S,"14,805 mi.",4.8,"(1,502 reviews)",Used,"$1,000 price drop","$23,972",23972.0,1.0,1502.0,1000.0,14805.0,1330.0,"['2020', 'Nissan', 'Rogue', 'S']",2020,Nissan,"['Rogue', 'S']"
517,2021 Tesla Model Y Long Range,"19,086 mi.",4.6,(174 reviews),Used,"$6,695 price drop","$68,712",68712.0,1.0,174.0,6695.0,19086.0,1634.0,"['2021', 'Tesla', 'Model', 'Y', 'Long', 'Range']",2021,Tesla,"['Model', 'Y', 'Long', 'Range']"
518,2017 Toyota RAV4 Hybrid Limited,"10,667 mi.",4.7,(603 reviews),Used,$514 price drop,"$28,899",28899.0,1.0,603.0,514.0,10667.0,489.0,"['2017', 'Toyota', 'RAV4', 'Hybrid', 'Limited']",2017,Toyota,"['RAV4', 'Hybrid', 'Limited']"
519,2020 Honda Pilot EX-L,"66,067 mi.",4.7,"(1,916 reviews)",Used,$700 price drop,"$37,987",37987.0,1.0,1916.0,700.0,66067.0,1211.0,"['2020', 'Honda', 'Pilot', 'EX-L']",2020,Honda,"['Pilot', 'EX-L']"
520,2020 Honda Pilot EX-L,"17,724 mi.",4.8,"(1,147 reviews)",Used,"$4,000 price drop","$38,996",38996.0,1.0,1147.0,4000.0,17724.0,1211.0,"['2020', 'Honda', 'Pilot', 'EX-L']",2020,Honda,"['Pilot', 'EX-L']"
521,2020 Mercedes-Benz GLA 250 Base 4MATIC,"18,490 mi.",4.8,"(2,800 reviews)",Used,"$1,999 price drop","$35,997",35997.0,1.0,2800.0,1999.0,18490.0,1310.0,"['2020', 'Mercedes-Benz', 'GLA', '250', 'Base', '4MATIC']",2020,Mercedes-Benz,"['GLA', '250', 'Base', '4MATIC']"
522,2018 Chevrolet Tahoe Premier,"10,968 mi.",4.8,"(1,273 reviews)",Used,$445 price drop,"$38,595",38595.0,1.0,1273.0,445.0,10968.0,548.0,"['2018', 'Chevrolet', 'Tahoe', 'Premier']",2018,Chevrolet,"['Tahoe', 'Premier']"
523,2019 Honda CR-V EX-L,"75,522 mi.",4.7,(655 reviews),Honda Certified,$300 price drop,"$30,991",30991.0,0.0,655.0,300.0,75522.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
524,2019 BMW 330 i xDrive,"17,679 mi.",4.5,(612 reviews),Used,$844 price drop,"$53,650",53650.0,1.0,612.0,844.0,17679.0,733.0,"['2019', 'BMW', '330', 'i', 'xDrive']",2019,BMW,"['330', 'i', 'xDrive']"
525,2021 Chevrolet Tahoe Z71,"12,042 mi.",4.5,(665 reviews),Used,$500 price drop,"$74,492",74492.0,1.0,665.0,500.0,12042.0,1465.0,"['2021', 'Chevrolet', 'Tahoe', 'Z71']",2021,Chevrolet,"['Tahoe', 'Z71']"
526,2018 Ford Explorer Platinum,"17,458 mi.",4.4,"(1,076 reviews)",Used,"$2,000 price drop","$38,000",38000.0,1.0,1076.0,2000.0,17458.0,561.0,"['2018', 'Ford', 'Explorer', 'Platinum']",2018,Ford,"['Explorer', 'Platinum']"
527,2013 BMW 528 i xDrive,"45,487 mi.",4.3,(422 reviews),Used,$100 price drop,"$14,995",14995.0,1.0,422.0,100.0,45487.0,94.0,"['2013', 'BMW', '528', 'i', 'xDrive']",2013,BMW,"['528', 'i', 'xDrive']"
528,2021 Toyota 4Runner Nightshade,"69,468 mi.",4.8,(757 reviews),Used,"$1,190 price drop","$57,998",57998.0,1.0,757.0,1190.0,69468.0,1638.0,"['2021', 'Toyota', '4Runner', 'Nightshade']",2021,Toyota,"['4Runner', 'Nightshade']"
529,2021 Tesla Model Y Performance,"16,130 mi.",4.8,"(1,101 reviews)",Used,"$3,499 price drop","$73,605",73605.0,1.0,1101.0,3499.0,16130.0,1635.0,"['2021', 'Tesla', 'Model', 'Y', 'Performance']",2021,Tesla,"['Model', 'Y', 'Performance']"
530,2020 Lexus ES 350 Base,"14,480 mi.",4.8,"(1,273 reviews)",Used,"$1,359 price drop","$39,595",39595.0,1.0,1273.0,1359.0,14480.0,1271.0,"['2020', 'Lexus', 'ES', '350', 'Base']",2020,Lexus,"['ES', '350', 'Base']"
531,2019 Ford Transit-350 XLT,"11,544 mi.",4.4,(453 reviews),Used,$992 price drop,"$65,988",65988.0,1.0,453.0,992.0,11544.0,824.0,"['2019', 'Ford', 'Transit-350', 'XLT']",2019,Ford,"['Transit-350', 'XLT']"
532,2018 Mercedes-Benz GLC 300 Base 4MATIC,"42,032 mi.",4.7,(196 reviews),Used,$887 price drop,"$31,992",31992.0,1.0,196.0,887.0,42032.0,638.0,"['2018', 'Mercedes-Benz', 'GLC', '300', 'Base', '4MATIC']",2018,Mercedes-Benz,"['GLC', '300', 'Base', '4MATIC']"
533,2019 Lincoln Navigator L Black Label,"49,778 mi.",5.0,(3 reviews),Used,$500 price drop,"$78,391",78391.0,1.0,3.0,500.0,49778.0,941.0,"['2019', 'Lincoln', 'Navigator', 'L', 'Black', 'Label']",2019,Lincoln,"['Navigator', 'L', 'Black', 'Label']"
534,2021 Chevrolet Suburban LT,"28,205 mi.",2.3,(0 reviews),Used,$401 price drop,"$66,656",66656.0,1.0,0.0,401.0,28205.0,1461.0,"['2021', 'Chevrolet', 'Suburban', 'LT']",2021,Chevrolet,"['Suburban', 'LT']"
536,2022 Mercedes-Benz GLE 350 Base 4MATIC,"15,556 mi.",4.7,"(1,939 reviews)",Mercedes-Benz Certified,$392 price drop,"$64,220",64220.0,0.0,1939.0,392.0,15556.0,1725.0,"['2022', 'Mercedes-Benz', 'GLE', '350', 'Base', '4MATIC']",2022,Mercedes-Benz,"['GLE', '350', 'Base', '4MATIC']"
537,2019 BMW 740 i,"2,809 mi.",4.3,"(1,341 reviews)",Used,$244 price drop,"$46,880",46880.0,1.0,1341.0,244.0,2809.0,742.0,"['2019', 'BMW', '740', 'i']",2019,BMW,"['740', 'i']"
538,2020 Mazda MX-5 Miata RF Grand Touring,"35,197 mi.",4.2,"(9,078 reviews)",Used,$500 price drop,"$35,990",35990.0,1.0,9078.0,500.0,35197.0,1294.0,"['2020', 'Mazda', 'MX-5', 'Miata', 'RF', 'Grand', 'Touring']",2020,Mazda,"['MX-5', 'Miata', 'RF', 'Grand', 'Touring']"
539,2018 Chevrolet Tahoe LT,"10,522 mi.",4.8,(277 reviews),Used,$109 price drop,"$44,450",44450.0,1.0,277.0,109.0,10522.0,547.0,"['2018', 'Chevrolet', 'Tahoe', 'LT']",2018,Chevrolet,"['Tahoe', 'LT']"
540,2006 Toyota Sequoia Limited,"54,145 mi.",4.4,(2 reviews),Used,"$1,000 price drop","$3,995",3995.0,1.0,2.0,1000.0,54145.0,11.0,"['2006', 'Toyota', 'Sequoia', 'Limited']",2006,Toyota,"['Sequoia', 'Limited']"
541,2011 Toyota Prius IV,"258,216 mi.",4.8,"(1,056 reviews)",Used,"$3,098 price drop","$10,500",10500.0,1.0,1056.0,3098.0,258216.0,56.0,"['2011', 'Toyota', 'Prius', 'IV']",2011,Toyota,"['Prius', 'IV']"
542,2019 Honda CR-V EX-L,"166,746 mi.",3.6,(56 reviews),Used,$250 price drop,"$33,908",33908.0,1.0,56.0,250.0,166746.0,842.0,"['2019', 'Honda', 'CR-V', 'EX-L']",2019,Honda,"['CR-V', 'EX-L']"
543,2011 GMC Yukon Denali,"20,963 mi.",3.9,(35 reviews),Used,$957 price drop,"$6,500",6500.0,1.0,35.0,957.0,20963.0,47.0,"['2011', 'GMC', 'Yukon', 'Denali']",2011,GMC,"['Yukon', 'Denali']"
544,2018 Tesla Model 3 Mid Range,"192,817 mi.",4.9,(242 reviews),Used,$889 price drop,"$47,000",47000.0,1.0,242.0,889.0,192817.0,670.0,"['2018', 'Tesla', 'Model', '3', 'Mid', 'Range']",2018,Tesla,"['Model', '3', 'Mid', 'Range']"
545,2020 Chevrolet Camaro 2SS,"46,289 mi.",4.8,(574 reviews),Used,"$3,274 price drop","$49,333",49333.0,1.0,574.0,3274.0,46289.0,1122.0,"['2020', 'Chevrolet', 'Camaro', '2SS']",2020,Chevrolet,"['Camaro', '2SS']"
546,2018 Toyota RAV4 LE,"37,799 mi.",3.5,(19 reviews),Toyota Certified,"$2,150 price drop","$28,391",28391.0,0.0,19.0,2150.0,37799.0,683.0,"['2018', 'Toyota', 'RAV4', 'LE']",2018,Toyota,"['RAV4', 'LE']"
547,2012 Toyota Corolla S,"17,759 mi.",4.8,"(3,813 reviews)",Used,"$1,000 price drop","$6,999",6999.0,1.0,3813.0,1000.0,17759.0,87.0,"['2012', 'Toyota', 'Corolla', 'S']",2012,Toyota,"['Corolla', 'S']"
548,2019 Chevrolet Equinox Premier w/1LZ,"162,000 mi.",4.5,"(2,604 reviews)",Used,$626 price drop,"$29,897",29897.0,1.0,2604.0,626.0,162000.0,780.0,"['2019', 'Chevrolet', 'Equinox', 'Premier', 'w/1LZ']",2019,Chevrolet,"['Equinox', 'Premier', 'w/1LZ']"
549,2021 RAM 1500 Laramie,"17,464 mi.",4.5,"(1,174 reviews)",Used,$234 price drop,"$48,250",48250.0,1.0,1174.0,234.0,17464.0,1620.0,"['2021', 'RAM', '1500', 'Laramie']",2021,RAM,"['1500', 'Laramie']"
550,2020 Mercedes-Benz GLC 350e Base 4MATIC,"17,378 mi.",4.7,"(1,680 reviews)",Used,$292 price drop,"$39,900",39900.0,1.0,1680.0,292.0,17378.0,1314.0,"['2020', 'Mercedes-Benz', 'GLC', '350e', 'Base', '4MATIC']",2020,Mercedes-Benz,"['GLC', '350e', 'Base', '4MATIC']"
551,2018 Volvo XC60 T6 Momentum,"18,405 mi.",4.8,(492 reviews),Used,$201 price drop,"$41,968",41968.0,1.0,492.0,201.0,18405.0,697.0,"['2018', 'Volvo', 'XC60', 'T6', 'Momentum']",2018,Volvo,"['XC60', 'T6', 'Momentum']"
552,2020 Honda CR-V EX-L,"40,750 mi.",3.4,(12 reviews),Used,"$1,999 price drop","$33,763",33763.0,1.0,12.0,1999.0,40750.0,1201.0,"['2020', 'Honda', 'CR-V', 'EX-L']",2020,Honda,"['CR-V', 'EX-L']"
553,2017 INFINITI QX80 Base,"35,191 mi.",3.9,(77 reviews),Used,$314 price drop,"$43,998",43998.0,1.0,77.0,314.0,35191.0,419.0,"['2017', 'INFINITI', 'QX80', 'Base']",2017,INFINITI,"['QX80', 'Base']"
554,2019 Lexus RX 350 350,"53,126 mi.",4.7,"(6,038 reviews)",Used,$200 price drop,"$48,595",48595.0,1.0,6038.0,200.0,53126.0,926.0,"['2019', 'Lexus', 'RX', '350', '350']",2019,Lexus,"['RX', '350', '350']"
555,2021 Nissan Rogue SV,"15,042 mi.",4.8,"(1,603 reviews)",Used,"$2,500 price drop","$33,413",33413.0,1.0,1603.0,2500.0,15042.0,1610.0,"['2021', 'Nissan', 'Rogue', 'SV']",2021,Nissan,"['Rogue', 'SV']"
556,2019 Lexus RX 350 350,"14,807 mi.",4.5,"(2,181 reviews)",Used,$440 price drop,"$44,503",44503.0,1.0,2181.0,440.0,14807.0,926.0,"['2019', 'Lexus', 'RX', '350', '350']",2019,Lexus,"['RX', '350', '350']"
557,2021 GMC Yukon AT4,"15,943 mi.",4.3,(910 reviews),Used,"$1,591 price drop","$75,995",75995.0,1.0,910.0,1591.0,15943.0,1500.0,"['2021', 'GMC', 'Yukon', 'AT4']",2021,GMC,"['Yukon', 'AT4']"
558,2019 BMW i3 120Ah,"48,406 mi.",4.5,(92 reviews),Used,"$1,000 price drop","$32,850",32850.0,1.0,92.0,1000.0,48406.0,762.0,"['2019', 'BMW', 'i3', '120Ah']",2019,BMW,"['i3', '120Ah']"
559,2018 Chevrolet Silverado 1500 LTZ,"18,625 mi.",4.8,"(4,552 reviews)",Used,"$2,000 price drop","$38,200",38200.0,1.0,4552.0,2000.0,18625.0,545.0,"['2018', 'Chevrolet', 'Silverado', '1500', 'LTZ']",2018,Chevrolet,"['Silverado', '1500', 'LTZ']"
560,2019 Jeep Grand Cherokee Limited,"33,259 mi.",4.9,"(2,318 reviews)",Used,$100 price drop,"$30,000",30000.0,1.0,2318.0,100.0,33259.0,886.0,"['2019', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2019,Jeep,"['Grand', 'Cherokee', 'Limited']"
561,2018 Toyota RAV4 LE,"35,422 mi.",4.6,"(1,293 reviews)",Toyota Certified,"$2,328 price drop","$28,481",28481.0,0.0,1293.0,2328.0,35422.0,683.0,"['2018', 'Toyota', 'RAV4', 'LE']",2018,Toyota,"['RAV4', 'LE']"
562,2020 Toyota Tundra SR5,"48,208 mi.",4.6,"(1,129 reviews)",Used,$106 price drop,"$53,587",53587.0,1.0,1129.0,106.0,48208.0,1382.0,"['2020', 'Toyota', 'Tundra', 'SR5']",2020,Toyota,"['Tundra', 'SR5']"
563,2017 Mercedes-Benz GLS 450 Base 4MATIC,"15,972 mi.",4.8,"(1,880 reviews)",Used,$980 price drop,"$33,992",33992.0,1.0,1880.0,980.0,15972.0,459.0,"['2017', 'Mercedes-Benz', 'GLS', '450', 'Base', '4MATIC']",2017,Mercedes-Benz,"['GLS', '450', 'Base', '4MATIC']"
564,2020 Mercedes-Benz E-Class E 450 4MATIC,"89,699 mi.",4.9,"(1,696 reviews)",Mercedes-Benz Certified,$400 price drop,"$60,997",60997.0,0.0,1696.0,400.0,89699.0,1307.0,"['2020', 'Mercedes-Benz', 'E-Class', 'E', '450', '4MATIC']",2020,Mercedes-Benz,"['E-Class', 'E', '450', '4MATIC']"
565,2020 Honda CR-V EX-L,"19,150 mi.",4.0,(210 reviews),Used,"$2,000 price drop","$34,599",34599.0,1.0,210.0,2000.0,19150.0,1201.0,"['2020', 'Honda', 'CR-V', 'EX-L']",2020,Honda,"['CR-V', 'EX-L']"
566,2021 BMW 330 i,"20,915 mi.",4.9,"(2,505 reviews)",Used,$500 price drop,"$43,200",43200.0,1.0,2505.0,500.0,20915.0,1429.0,"['2021', 'BMW', '330', 'i']",2021,BMW,"['330', 'i']"
567,2020 BMW M340 i xDrive,"13,293 mi.",4.9,"(1,515 reviews)",Used,$500 price drop,"$51,209",51209.0,1.0,1515.0,500.0,13293.0,1099.0,"['2020', 'BMW', 'M340', 'i', 'xDrive']",2020,BMW,"['M340', 'i', 'xDrive']"
568,2021 Ford F-150 Lariat,"33,550 mi.",4.2,(104 reviews),Ford Certified,$500 price drop,"$58,117",58117.0,0.0,104.0,500.0,33550.0,1483.0,"['2021', 'Ford', 'F-150', 'Lariat']",2021,Ford,"['F-150', 'Lariat']"
569,2020 RAM 1500 Limited,"16,068 mi.",4.6,(240 reviews),Used,$544 price drop,"$57,900",57900.0,1.0,240.0,544.0,16068.0,1344.0,"['2020', 'RAM', '1500', 'Limited']",2020,RAM,"['1500', 'Limited']"
570,2021 GMC Yukon Denali,"17,528 mi.",4.9,(63 reviews),Used,"$2,000 price drop","$84,991",84991.0,1.0,63.0,2000.0,17528.0,1501.0,"['2021', 'GMC', 'Yukon', 'Denali']",2021,GMC,"['Yukon', 'Denali']"
571,2020 Subaru Ascent Touring 7-Passenger,"20,068 mi.",4.5,(383 reviews),Used,$979 price drop,"$42,910",42910.0,1.0,383.0,979.0,20068.0,1350.0,"['2020', 'Subaru', 'Ascent', 'Touring', '7-Passenger']",2020,Subaru,"['Ascent', 'Touring', '7-Passenger']"
572,2017 Chevrolet Tahoe LT,"11,995 mi.",4.6,"(1,629 reviews)",Used,"$1,140 price drop","$42,498",42498.0,1.0,1629.0,1140.0,11995.0,369.0,"['2017', 'Chevrolet', 'Tahoe', 'LT']",2017,Chevrolet,"['Tahoe', 'LT']"
573,2019 Audi Q8 3.0T Premium,"49,394 mi.",4.6,(257 reviews),Used,$217 price drop,"$67,593",67593.0,1.0,257.0,217.0,49394.0,725.0,"['2019', 'Audi', 'Q8', '3.0T', 'Premium']",2019,Audi,"['Q8', '3.0T', 'Premium']"
574,2020 GMC Sierra 1500 Denali,"19,346 mi.",4.9,"(11,532 reviews)",Used,$400 price drop,"$66,597",66597.0,1.0,11532.0,400.0,19346.0,1189.0,"['2020', 'GMC', 'Sierra', '1500', 'Denali']",2020,GMC,"['Sierra', '1500', 'Denali']"
575,2019 Land Rover Range Rover 5.0L V8 Supercharged,"18,720 mi.",4.8,(364 reviews),Used,$500 price drop,"$95,000",95000.0,1.0,364.0,500.0,18720.0,902.0,"['2019', 'Land', 'Rover', 'Range', 'Rover', '5.0L', 'V8', 'Supercharged']",2019,Land,"['Rover', 'Range', 'Rover', '5.0L', 'V8', 'Supercharged']"
576,2015 Toyota Tacoma ,"19,888 mi.",4.9,(630 reviews),Used,$700 price drop,"$29,927",29927.0,1.0,630.0,700.0,19888.0,234.0,"['2015', 'Toyota', 'Tacoma', '']",2015,Toyota,"['Tacoma', '']"
577,2019 Volvo XC60 T6 Momentum,"132,530 mi.",4.7,"(1,661 reviews)",Volvo Certified,"$2,255 price drop","$42,550",42550.0,0.0,1661.0,2255.0,132530.0,1067.0,"['2019', 'Volvo', 'XC60', 'T6', 'Momentum']",2019,Volvo,"['XC60', 'T6', 'Momentum']"
578,2020 Acura TLX Technology,"22,541 mi.",4.9,"(2,056 reviews)",Used,"$1,000 price drop","$33,500",33500.0,1.0,2056.0,1000.0,22541.0,1083.0,"['2020', 'Acura', 'TLX', 'Technology']",2020,Acura,"['TLX', 'Technology']"
579,2019 BMW 330 i,"18,449 mi.",4.7,"(1,358 reviews)",Used,"$1,500 price drop","$32,998",32998.0,1.0,1358.0,1500.0,18449.0,732.0,"['2019', 'BMW', '330', 'i']",2019,BMW,"['330', 'i']"
580,2021 Acura RDX Technology Package,"22,205 mi.",4.6,"(1,250 reviews)",Acura Certified,"$1,300 price drop","$42,464",42464.0,0.0,1250.0,1300.0,22205.0,1405.0,"['2021', 'Acura', 'RDX', 'Technology', 'Package']",2021,Acura,"['RDX', 'Technology', 'Package']"
581,2020 Jeep Grand Cherokee Limited,"21,065 mi.",4.8,(387 reviews),Used,"$1,000 price drop","$32,995",32995.0,1.0,387.0,1000.0,21065.0,1242.0,"['2020', 'Jeep', 'Grand', 'Cherokee', 'Limited']",2020,Jeep,"['Grand', 'Cherokee', 'Limited']"
583,2020 Ford Edge ST,"15,055 mi.",4.5,"(1,314 reviews)",Used,"$1,000 price drop","$39,985",39985.0,1.0,1314.0,1000.0,15055.0,1159.0,"['2020', 'Ford', 'Edge', 'ST']",2020,Ford,"['Edge', 'ST']"
584,2019 Mercedes-Benz CLA 250 Base,"19,496 mi.",4.6,(907 reviews),Mercedes-Benz Certified,$500 price drop,"$28,596",28596.0,0.0,907.0,500.0,19496.0,964.0,"['2019', 'Mercedes-Benz', 'CLA', '250', 'Base']",2019,Mercedes-Benz,"['CLA', '250', 'Base']"
585,2010 Mazda Mazda3 i Touring,"23,652 mi.",3.8,(90 reviews),Used,"$1,000 price drop","$9,450",9450.0,1.0,90.0,1000.0,23652.0,39.0,"['2010', 'Mazda', 'Mazda3', 'i', 'Touring']",2010,Mazda,"['Mazda3', 'i', 'Touring']"
586,2019 BMW X5 xDrive40i,"115,001 mi.",4.5,(348 reviews),BMW Certified,"$1,291 price drop","$56,995",56995.0,0.0,348.0,1291.0,115001.0,757.0,"['2019', 'BMW', 'X5', 'xDrive40i']",2019,BMW,"['X5', 'xDrive40i']"
587,2020 BMW 330 i xDrive,"22,014 mi.",4.7,"(1,669 reviews)",Used,$900 price drop,"$45,950",45950.0,1.0,1669.0,900.0,22014.0,1094.0,"['2020', 'BMW', '330', 'i', 'xDrive']",2020,BMW,"['330', 'i', 'xDrive']"
